"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Ontology","Direction","GeneRatio","p.adjust","Count"
"Calcium-Dependent Phospholipid Binding (GO:0005544)","15/47",0.000995929251978394,0.0322017124806348,0,0,2.98890942698706,20.6588468018121,"CPNE9;SYT5;PLA2G4F;SYT3;MCTP1;SYT2;ANXA2;CPNE4;PLA2G4E;CPNE7;ANXA13;PLA2G4C;SYT8;SYT6;ESYT3","MF","Up",0.319148936170213,0.0322017124806348,15
"Voltage-Gated Calcium Channel Activity (GO:0005245)","15/47",0.000995929251978394,0.0322017124806348,0,0,2.98890942698706,20.6588468018121,"TMC1;CACNA2D3;CACNA1C;CACNA1E;CACNA1G;CACNB1;CACNA1I;CACNG8;CACNB3;CACNB4;SCN4A;CACNA1S;SCN5A;CACNG4;SCN1A","MF","Up",0.319148936170213,0.0322017124806348,15
"Hormone Activity (GO:0005179)","20/74",0.00165342640136064,0.049495947391336,0,0,2.36296296296296,15.1345545660395,"CCL25;UCN;REG3A;NMB;CALCB;EDN3;GRP;ERFE;QRFP;PTHLH;GUCA2A;APLN;GAL;VGF;C1QTNF12;GNRH1;GAST;AMH;INHA;CHGB","MF","Up",0.27027027027027,0.049495947391336,20
"Tubulin Binding (GO:0015631)","63/322",0.00168992645420474,0.049495947391336,0,0,1.55823983562034,9.94635436705645,"SPEF1;GPAA1;MAST2;MAST1;STMN2;KIF14;BRCA2;KIF15;STMN1;KIF5A;KIF21B;KIF1A;GTSE1;DLGAP5;APC2;GAS2L3;SGIP1;VASH2;KIF23;KIF22;KIF7;CCSAP;DNM3;CLIP2;EML6;PSRC1;KIFC2;NAV3;KIFC1;MAP1B;MAP1A;DCX;BIRC5;KIF2C;KIF20A;ARHGEF2;MAPT;ALDOA;SAXO1;BRSK1;STMND1;NDRG1;SKA1;RACGAP1;MAP2;FAM83D;DYNC1I1;SPAG5;PLK1;FHDC1;CENPE;TTLL6;KIF18A;TTLL4;KIF18B;PRC1;GJB6;REEP2;TBCE;CCDC170;FGF13;SPC24;CDK5R1","MF","Up",0.195652173913043,0.049495947391336,63
"Chloride Channel Activity (GO:0005254)","18/64",0.00170089166293251,0.049495947391336,0,0,2.49583239468349,15.9149314814086,"GABRA2;OCA2;CLIC3;TTYH2;PACC1;GABRA3;ANO9;CLCNKA;GABRG3;SLC1A7;ANO2;GABRG2;CLCN1;CLDN4;FXYD3;BSND;SLC26A9;GABRE","MF","Up",0.28125,0.049495947391336,18
"Inflammatory Response (GO:0006954)","44/236",1.71972282740395e-12,5.96743821109169e-09,0,0,3.9607038236201,107.290943398481,"CRP;CSF1R;ORM1;PTGER2;C5AR1;FPR1;HP;ADM;FPR2;GATA3;MEFV;CXCL2;THBS1;CRHBP;IL1RL1;TBXA2R;CXCR2;CCL4;BLNK;CCL3;NLRP3;CCL2;CD14;PTGDR;CCR1;GGT5;CCL23;PTGIR;XCR1;NFAM1;PPBP;FOS;SELE;TMIGD3;IL6;VNN1;IL1B;AGTR1;SIGLEC1;FCGR2B;TLR4;TLR3;S100A8;PF4","BP","Down",0.186440677966102,5.96743821109169e-09,44
"Fatty Acid Metabolic Process (GO:0006631)","28/122",1.30848026504424e-10,1.32755115489929e-07,0,0,5.09967222017494,116.053162022435,"ACSM3;HPGD;ACSM2A;ACSM5;CYP2C19;ACACB;LIPC;CPT2;MLYCD;ACADM;ACAA1;HAO2;PPARGC1A;CBR4;CYP2J2;GGT5;ACSL1;CYP4F2;CYP4A11;ACADSB;ACOX2;NAAA;ACOT2;ANGPTL3;CYP2E1;SLC27A2;LPIN2;SLC27A5","BP","Down",0.229508196721311,1.32755115489929e-07,28
"Epoxygenase P450 Pathway (GO:0019373)","11/17",1.53884236922934e-10,1.32755115489929e-07,0,0,31.0531119090365,701.639489690269,"CYP2J2;CYP2C9;CYP2A6;CYP2C8;CYP2B6;CYP4F2;CYP4A11;CYP1A2;CYP2E1;CYP2C19;CYP2C18","BP","Down",0.647058823529412,1.32755115489929e-07,11
"Steroid Metabolic Process (GO:0008202)","24/92",1.60873903906919e-10,1.32755115489929e-07,0,0,6.02885077736817,135.952998157702,"SRD5A2;SRD5A1;CYP3A43;NR1I2;HSD17B6;CYP2C19;CYP3A4;CYP8B1;CYP39A1;CYP26A1;CYP2C9;CYP2A6;CYP2C8;CYP2B6;SCP2;SULT1E1;CYP4V2;CYP1A2;RDH16;RDH5;UGT2A1;CYP2E1;ACAA1;SULT2A1","BP","Down",0.260869565217391,1.32755115489929e-07,24
"Fatty Acid Oxidation (GO:0019395)","18/52",1.91289791772231e-10,1.32755115489929e-07,0,0,9.0105212816834,201.630521586779,"ACAA2;ECHS1;CYP4F2;ACAT1;ADH4;BDH2;CPT2;SCP2;CYP4V2;EHHADH;HAO1;ACADM;ACAA1;ACAD11;ACADS;SLC27A2;HAO2;PPARGC1A","BP","Down",0.346153846153846,1.32755115489929e-07,18
"Fatty Acid Beta-Oxidation (GO:0006635)","17/49",5.87658082856667e-10,3.39862257918772e-07,0,0,9.03460627256318,192.029434486351,"GCDH;ACAA2;ECHS1;ETFDH;ACAT1;BDH2;ACADL;CPT2;SCP2;ACOX2;EHHADH;IVD;ACADM;ACAA1;ACAD11;ACADS;SLC27A2","BP","Down",0.346938775510204,3.39862257918772e-07,17
"Negative Regulation Of Blood Coagulation (GO:0030195)","13/30",2.57302095832621e-09,1.27548324648457e-06,0,0,12.968366483284,256.490753505754,"FGB;FGA;PDGFRA;CPB2;SERPINE1;F11;FGG;SERPINF2;PLG;THBD;C1QTNF1;APOH;KLKB1","BP","Down",0.433333333333333,1.27548324648457e-06,13
"Cellular Response To Cytokine Stimulus (GO:0071345)","45/308",3.99852977359111e-09,1.73436228929515e-06,0,0,2.94866920152091,57.0194162435191,"CSF1R;FLT3;SHMT1;LRRK2;MT1X;GATA3;LILRA1;IFIT1;LILRA2;LILRA4;ZFP36L1;GHR;CRHBP;MT2A;ZFP36;CCL4;CCL3;TNFSF11;HAS2;CCL2;ST3GAL6;IL13RA2;GBP1;NKX3-1;CCR1;EGR1;CCL23;PTGIS;DUSP1;PDE2A;LILRB1;LIFR;GREM2;SFRP1;NLRP12;IL6;CD4;CXCL12;AXL;IL1B;IL2RB;IRF8;IL6ST;TLR4;PF4","BP","Down",0.146103896103896,1.73436228929515e-06,45
"Positive Regulation Of Immune Response (GO:0050778)","20/80",1.188792393052e-08,4.56949250424989e-06,0,0,5.67571644042232,103.569013514498,"IL10;RSAD2;CD81;SH2D1B;NRG1;LILRB1;CD1D;FPR2;C8B;CFP;C8A;C6;C7;C9;NLRP3;CD226;IL6ST;PCK1;FCGR2B;SKAP1","BP","Down",0.25,4.56949250424989e-06,20
"Cell Surface Pattern Recognition Receptor Signaling Pathway (GO:0002752)","7/8",1.33175837121415e-08,4.56949250424989e-06,0,0,118.173524150268,2142.9800280492,"FCN1;COLEC11;FCN2;COLEC10;FCN3;EHHADH;MBL2","BP","Down",0.875,4.56949250424989e-06,7
"Positive Regulation Of MAPK Cascade (GO:0043410)","44/310",1.44854229241351e-08,4.56949250424989e-06,0,0,2.84753048207939,51.398275472742,"RET;CSF1R;CD81;FLT3;LRRK2;PELI2;C5AR1;FPR2;ADRB2;ADRA1B;THBS1;ART4;GHR;BMPER;NTF3;CCL4;CCL3;TNFSF11;S100A12;CCL2;ALKAL2;CCR1;FGB;PDGFRA;FGA;CCL23;MAP2K1;SERPINF2;FGG;NRG1;IGF1;ADRA2B;SCIMP;MARCO;IL6;CD4;GAREM1;IL1B;HAND2;SPRY2;TEK;TLR4;FERMT2;AVPI1","BP","Down",0.141935483870968,4.56949250424989e-06,44
"Alpha-Amino Acid Catabolic Process (GO:1901606)","12/29",2.01250490185144e-08,5.81949334118708e-06,0,0,11.9600443951165,211.947541651393,"ALDH4A1;HMGCL;ALDH6A1;TAT;IVD;GOT2;SARDH;HOGA1;KMO;HMGCLL1;ACAT1;OTC","BP","Down",0.413793103448276,5.81949334118708e-06,12
"Positive Regulation Of Immune Effector Process (GO:0002699)","13/37",5.29028627210889e-08,1.41209948955522e-05,0,0,9.18251648681055,153.851304217924,"FCN1;IL10;COLEC11;FCN2;COLEC10;FCN3;CD81;LILRB1;CFP;EHHADH;IL1B;PCK1;MBL2","BP","Down",0.351351351351351,1.41209948955522e-05,13
"Monocarboxylic Acid Biosynthetic Process (GO:0072330)","17/65",7.17918698380192e-08,1.69126922996871e-05,0,0,6.01795652827918,98.9923434195211,"ACSM3;AKR1D1;ACSM2A;ACSM5;HOGA1;ACACB;CYP8B1;CYP39A1;GATM;LIPC;SCP2;ACOX2;DSE;MLYCD;SLC27A2;SLC27A5;CBR4","BP","Down",0.261538461538462,1.69126922996871e-05,17
"Amino Acid Catabolic Process (GO:0009063)","13/38",7.62839453014518e-08,1.69126922996871e-05,0,0,8.81474820143885,144.46317473188,"ECHS1;BCKDHB;GOT2;HOGA1;KMO;ALDH4A1;ALDH6A1;UROC1;AMDHD1;IVD;DBT;SARDH;OTC","BP","Down",0.342105263157895,1.69126922996871e-05,13
"Monocarboxylic Acid Metabolic Process (GO:0032787)","21/97",7.79835956181536e-08,1.69126922996871e-05,0,0,4.70512728832952,77.0077236565277,"CYP2J2;GGT5;CYP4A11;ABAT;HOGA1;GLYAT;IGF1;ACADSB;CYP2C9;GRHPR;GATM;VNN1;SCP2;NAAA;CYP1A2;DSE;ACOT2;ANGPTL3;UGT2A1;ACAA1;AGXT","BP","Down",0.216494845360825,1.69126922996871e-05,21
"Arachidonic Acid Metabolic Process (GO:0019369)","15/52",1.01955420843112e-07,2.08109006073882e-05,0,0,6.88020452885318,110.762556222729,"CYP2J2;PTGIS;CYP4F2;CYP4A22;CYP4A11;ABHD6;CYP2C19;PTGS2;CYP2C18;CYP2C9;CYP2A6;CYP2C8;CYP2B6;CYP1A2;CYP2E1","BP","Down",0.288461538461538,2.08109006073882e-05,15
"Carboxylic Acid Metabolic Process (GO:0019752)","12/33",1.11549853258962e-07,2.15043328226999e-05,0,0,9.67988704915929,154.963319954559,"CYP2J2;PON3;CYP2C9;GLUD1;GRHPR;PTGIS;CYP4F2;PON1;CYP1A2;GLYAT;PCK1;GNE","BP","Down",0.363636363636364,2.15043328226999e-05,12
"Positive Regulation Of Response To External Stimulus (GO:0032103)","27/155",1.44832909356602e-07,2.64510629193374e-05,0,0,3.60149846311475,56.7152637149976,"SERPINE1;PLG;CD1D;FPR2;MEFV;THBS1;THBD;APOH;CCL3;NLRP3;S100A12;P2RY12;SIGLEC16;IL33;TSLP;CD180;SERPINF2;PDE2A;SH2D1B;NRG1;SCIMP;NLRP12;IL1B;AGTR1;TLR4;S100A8;TLR3","BP","Down",0.174193548387097,2.64510629193374e-05,27
"Fatty Acid Catabolic Process (GO:0009062)","16/61",1.66148365353648e-07,2.72654935292324e-05,0,0,6.03707043382427,94.2409918157002,"ACAA2;ECHS1;ACAT1;BDH2;ACADL;CPT2;SCP2;EHHADH;HAO1;ACADM;ACAA1;ACAD11;ACADS;SLC27A2;HAO2;LPIN2","BP","Down",0.262295081967213,2.72654935292324e-05,16
"Fatty Acid Beta-Oxidation Using acyl-CoA Dehydrogenase (GO:0033539)","7/10",1.80722291404134e-07,2.72654935292324e-05,0,0,39.3870005963029,611.534556153783,"GCDH;ACADL;IVD;ETFDH;ACADM;ACAD11;ACADS","BP","Down",0.7,2.72654935292324e-05,7
"Omega-Hydroxylase P450 Pathway (GO:0097267)","7/10",1.80722291404134e-07,2.72654935292324e-05,0,0,39.3870005963029,611.534556153783,"CYP2C9;CYP2C8;CYP4F2;CYP1A2;CYP4A11;CYP4A22;CYP2C19","BP","Down",0.7,2.72654935292324e-05,7
"Regulation Of Opsonization (GO:1903027)","7/10",1.80722291404134e-07,2.72654935292324e-05,0,0,39.3870005963029,611.534556153783,"FCN1;COLEC11;FCN2;COLEC10;FCN3;CFP;MBL2","BP","Down",0.7,2.72654935292324e-05,7
"Ethanol Metabolic Process (GO:0006067)","8/14",2.16636890424184e-07,3.13220837404966e-05,0,0,22.5234258430319,345.622942595406,"SULT1A1;ADH4;ADH1C;SULT1E1;ADH1B;ADH1A;ADH6;SULT2A1","BP","Down",0.571428571428571,3.13220837404966e-05,8
"Long-Chain Fatty Acid Metabolic Process (GO:0001676)","18/78",2.36621083070681e-07,3.28430063302105e-05,0,0,5.09891598915989,77.7931709396046,"CYP2J2;ACSL1;CYP4F2;CYP4A22;CYP4A11;ABHD6;CYP2C19;CYP3A4;CYP2C9;CYP2C8;ACADL;CPT2;SCP2;CYP1A2;ACOT2;CYP2E1;ACAA1;SLC27A2","BP","Down",0.230769230769231,3.28430063302105e-05,18
"Response To Lipopolysaccharide (GO:0032496)","27/159",2.47471353206592e-07,3.30279075241106e-05,0,0,3.49161698956781,53.1143764102578,"CD274;SERPINE1;CXCL2;NUGGC;ZFP36;NOCT;NLRP3;CCL2;CD14;IL10;GCH1;CD180;LILRB1;PPBP;PDCD1LG2;SELE;SELP;IL6;CPS1;AXL;EHHADH;IL1B;TRIB1;TLR4;S100A8;MYD88;PF4","BP","Down",0.169811320754717,3.30279075241106e-05,27
"Regulation Of Heterotypic Cell-Cell Adhesion (GO:0034114)","10/24",2.8956264824819e-07,3.72141625711563e-05,0,0,12.0826393337604,181.902856364924,"FGB;IL10;FGA;IL1RN;IL1B;FGG;APOA1;KLF4;SKAP1;MBL2","BP","Down",0.416666666666667,3.72141625711563e-05,10
"Xenobiotic Catabolic Process (GO:0042178)","9/19",3.02076417879358e-07,3.7435898930049e-05,0,0,15.2137096774194,228.39712205484,"CYP2C9;CYP2A6;CYP2C8;GSTM1;CYP2B6;NR1I2;CYP1A2;CYP2C19;CYP3A4","BP","Down",0.473684210526316,3.7435898930049e-05,9
"Regulation Of ERK1 And ERK2 Cascade (GO:0070372)","35/244",3.30832732239554e-07,3.95858476162501e-05,0,0,2.86778455730653,42.7920858420355,"CSF1R;C5AR1;FPR2;RPS6KA6;DUSP10;BMPER;CCL4;CCL3;CCL2;ALKAL2;EPHB1;GBP1;CCR1;FGB;PDGFRA;FGA;CCL23;MAP2K1;SERPINF2;FGG;NRG1;IGF1;SCIMP;DUSP6;TGFBR3;MARCO;CD4;GAREM1;IL1B;HAND2;SPRY2;TEK;TLR4;FERMT2;EPHA2","BP","Down",0.14344262295082,3.95858476162501e-05,35
"Cellular Response To Zinc Ion (GO:0071294)","8/15",4.41257161684552e-07,5.10387450348465e-05,0,0,19.3047704310014,282.499022129183,"MT2A;MT1A;MT1M;MT1F;MT1G;MT1X;MT1H;MT1E","BP","Down",0.533333333333333,5.10387450348465e-05,8
"Zymogen Activation (GO:0031638)","13/45",7.11470171657368e-07,7.96387579242279e-05,0,0,6.88396470323741,97.4489385939014,"FGB;FGA;C1R;CD5L;F11;FGG;THBD;F9;APOH;C1RL;MASP1;KLKB1;HGFAC","BP","Down",0.288888888888889,7.96387579242279e-05,13
"Complement Activation, Lectin Pathway (GO:0001867)","6/8",7.93778555100119e-07,8.34670177635579e-05,0,0,50.597855227882,710.720815951761,"FCN1;COLEC11;FCN2;FCN3;MASP1;MBL2","BP","Down",0.75,8.34670177635579e-05,6
"Positive Regulation Of Opsonization (GO:1903028)","6/8",7.93778555100119e-07,8.34670177635579e-05,0,0,50.597855227882,710.720815951761,"FCN1;COLEC11;FCN2;COLEC10;FCN3;MBL2","BP","Down",0.75,8.34670177635579e-05,6
"Regulation Of Fibrinolysis (GO:0051917)","8/16",8.38883944729422e-07,8.56155084767969e-05,0,0,16.8907788719785,236.322154985171,"THBD;F11;SERPINE1;SERPINF2;NRG1;PLG;THBS1;KLKB1","BP","Down",0.5,8.56155084767969e-05,8
"Response To Cadmium Ion (GO:0046686)","9/21",8.67500701059846e-07,8.60064980765047e-05,0,0,12.676747311828,176.937595993909,"JUN;MT1A;HAAO;MT1F;MT1G;MT1X;MT1H;FOS;MT1E","BP","Down",0.428571428571429,8.60064980765047e-05,9
"Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188)","26/163",1.41665551225782e-06,0.000136549850764851,0,0,3.23577505761708,43.5768678356156,"CHRM2;VIPR1;GPR65;PTGER2;FPR1;ADM;ADRB2;FPR2;PTH1R;ADRA1B;ADGRE1;GNA14;ADGRG7;TBXA2R;ADGRG6;GRM8;P2RY12;PTGIR;GCGR;PDE2A;GLP2R;NPY1R;GNAO1;MARCO;ADGRB3;PF4","BP","Down",0.159509202453988,0.000136549850764851,26
"Enzyme-Linked Receptor Protein Signaling Pathway (GO:0007167)","22/124",1.47292488433192e-06,0.000137546178505353,0,0,3.67096865944927,49.29472314102,"BLK;RET;PDGFRA;CSF1R;LTK;FLT3;LIFR;GP6;RASGRP4;ART4;PTPRD;CD4;AXL;NTF3;CASS4;BLNK;ALKAL2;TEK;SAMD12;IL6ST;ANGPTL1;EPHA2","BP","Down",0.17741935483871,0.000137546178505353,22
"Branched-Chain Amino Acid Catabolic Process (GO:0009083)","8/17",1.50626938997217e-06,0.000137546178505353,0,0,15.0132298816274,201.265476635326,"HMGCL;ALDH6A1;ECHS1;IVD;BCKDHB;DBT;HMGCLL1;ACAT1","BP","Down",0.470588235294118,0.000137546178505353,8
"Positive Regulation Of Cytokine Production (GO:0001819)","40/320",1.88923380974918e-06,0.00016809336717512,0,0,2.44832126398947,32.2672564154307,"FCN1;CD274;CSF1R;ORM1;SERPINE1;GATA3;CLEC9A;LILRA2;PTGS2;ORM2;HMOX1;NLRP3;CD14;MBL2;IL10;CCBE1;EGR1;SIGLEC16;IL33;TSLP;NFAM1;SERPINF2;GDF2;LILRB1;SCIMP;SORL1;IL6;CD4;IRF4;IL1B;EHHADH;SAA1;CD226;IL6ST;PLA2R1;TLR4;TLR3;IL18R1;MYD88;CD244","BP","Down",0.125,0.00016809336717512,40
"Cellular Response To Molecule Of Bacterial Origin (GO:0071219)","21/117",2.08915812989881e-06,0.000181234467768722,0,0,3.72092957427536,48.6651053692663,"IL10;CD274;SERPINE1;CD180;LILRB1;PPBP;PDCD1LG2;CXCL2;NUGGC;ZFP36;IL6;AXL;EHHADH;IL1B;NLRP3;CCL2;CD14;FCGR2B;TLR4;MYD88;PF4","BP","Down",0.179487179487179,0.000181234467768722,21
"Positive Regulation Of ERK1 And ERK2 Cascade (GO:0070374)","27/179",2.70990157039981e-06,0.000229350206080179,0,0,3.02895815358067,38.8269976705105,"CSF1R;C5AR1;FPR2;BMPER;CCL4;CCL3;TNFSF11;CCL2;ALKAL2;CCR1;FGB;PDGFRA;FGA;MAP2K1;CCL23;SERPINF2;FGG;NRG1;IGF1;SCIMP;MARCO;CD4;GAREM1;HAND2;SPRY2;TEK;FERMT2","BP","Down",0.150837988826816,0.000229350206080179,27
"Cytokine-Mediated Signaling Pathway (GO:0019221)","34/257",3.14334145176782e-06,0.000257740391405047,0,0,2.60660191620803,33.026230593122,"CSF1R;FLT3;LILRA1;IL1RAP;LILRA2;CXCL2;LILRA4;OASL;GHR;IL1RL1;CXCR2;CCL4;CCL3;TNFSF11;CCL2;IL13RA2;CCR1;EGR1;IL33;CCL23;LILRB1;LIFR;PPBP;GREM2;IL6;CD4;CXCL12;OAS2;IL1B;IL2RB;IL6ST;IL18R1;MYD88;PF4","BP","Down",0.132295719844358,0.000257740391405047,34
"Ketone Body Metabolic Process (GO:1902224)","5/6",3.19390110386657e-06,0.000257740391405047,0,0,84.2589285714286,1066.23501902579,"HMGCL;HMGCS2;HMGCLL1;SLC27A5;ACAT1","BP","Down",0.833333333333333,0.000257740391405047,5
"Positive Regulation Of Phagocytosis (GO:0050766)","14/60",4.45335841976318e-06,0.000351208039013141,0,0,5.15802449810198,63.5564147119518,"FCN1;FCN2;COLEC11;FCN3;COLEC10;APOA1;FPR2;CFP;SIRPB1;IL1B;IL2RB;CCL2;FCGR2B;MBL2","BP","Down",0.233333333333333,0.000351208039013141,14
"acyl-CoA Metabolic Process (GO:0006637)","10/31",4.56164995634994e-06,0.000351753896634096,0,0,8.05210335255178,99.0233673112236,"ACSM3;ACOT12;ACOT2;ACSM2A;SUCLG2;ACSM5;GLYAT;HMGCS2;MLYCD;ACACB","BP","Down",0.32258064516129,0.000351753896634096,10
"Positive Regulation Of Inflammatory Response (GO:0050729)","19/104",4.82222290599907e-06,0.00035520463913204,0,0,3.79757472609297,46.4909562276491,"IL33;TSLP;CD81;SERPINE1;PDE2A;C2CD4B;MEFV;IL6;NLRP12;EHHADH;IL1B;AGTR1;CCL3;NLRP3;S100A12;IL6ST;TLR4;S100A8;TLR3","BP","Down",0.182692307692308,0.00035520463913204,19
"Triglyceride Metabolic Process (GO:0006641)","12/45",4.82580341869854e-06,0.00035520463913204,0,0,6.15600751449808,75.358971140064,"CETP;LIPC;CPS1;MOGAT2;APOH;APOC3;GPAT3;PLAAT3;PNPLA5;APOA5;LPIN2;SLC27A5","BP","Down",0.266666666666667,0.00035520463913204,12
"Response To Zinc Ion (GO:0010043)","9/25",4.91349356724435e-06,0.00035520463913204,0,0,9.50554435483871,116.191262371189,"MT2A;MT1A;HAAO;MT1M;MT1F;MT1G;MT1X;MT1H;MT1E","BP","Down",0.36,0.00035520463913204,9
"Cellular Response To Oxygen-Containing Compound (GO:1901701)","46/406",5.02692310892514e-06,0.000355988228325923,0,0,2.19259087632582,26.7511489182721,"RET;CD274;KCNE1;LTK;SHMT1;SERPINE1;CXCL2;NUGGC;FOXO1;ZFP36L1;CRHBP;ZFP36;WNT11;PDK4;CCL2;NLRP3;CD14;SLC13A5;WNT2;P2RY12;IL10;EGR1;PDGFRA;JUN;AOC1;CD180;PDE2A;LILRB1;FOS;PPBP;PDCD1LG2;SYT9;ESR1;SFRP1;IL6;DLG2;NR4A3;P2RX3;AXL;IL1B;EHHADH;CPEB3;TLR4;MYD88;CFTR;PF4","BP","Down",0.113300492610837,0.000355988228325923,46
"Response To Molecule Of Bacterial Origin (GO:0002237)","15/69",5.24036034631051e-06,0.000363681008033949,0,0,4.70995995995996,57.2689697312674,"IL10;GCH1;CXCL2;SELE;SELP;IL6;CPS1;EHHADH;IL1B;NOCT;CD14;TRIB1;FCGR2B;TLR4;S100A8","BP","Down",0.217391304347826,0.000363681008033949,15
"Cellular Response To Lipopolysaccharide (GO:0071222)","21/124",5.452672248139e-06,0.000370995543157693,0,0,3.46675812579147,42.0150448923032,"IL10;CD274;SERPINE1;CD180;LILRB1;PPBP;PDCD1LG2;CXCL2;NUGGC;ZFP36;IL6;AXL;EHHADH;IL1B;CCL3;NLRP3;CCL2;CD14;TLR4;MYD88;PF4","BP","Down",0.169354838709677,0.000370995543157693,21
"Homotypic Cell-Cell Adhesion (GO:0034109)","12/46",6.19694043386693e-06,0.000405724213311665,0,0,5.97463136197875,71.6445223188872,"FGB;P2RY12;FGA;PDGFRA;MEGF10;FGL1;FGG;CDHR2;HBB;PLPP3;XG;TJP2","BP","Down",0.260869565217391,0.000405724213311665,12
"Positive Regulation Of Cell-Cell Adhesion (GO:0022409)","12/46",6.19694043386693e-06,0.000405724213311665,0,0,5.97463136197875,71.6445223188872,"FGB;IL10;FGA;MEGF10;CITED2;IL1B;FGG;SERPINF2;TNFSF11;ANK3;PLPP3;SKAP1","BP","Down",0.260869565217391,0.000405724213311665,12
"Cellular Response To Copper Ion (GO:0071280)","8/20",6.70587460955394e-06,0.00043091453509541,0,0,11.2581319009251,134.112795829998,"MT2A;MT1A;MT1M;MT1F;MT1G;MT1X;MT1H;MT1E","BP","Down",0.4,0.00043091453509541,8
"Cholesterol Homeostasis (GO:0042632)","15/72",9.11537581126395e-06,0.000575097346637926,0,0,4.46135609293504,51.7764819278823,"CETP;ACSM3;EPHX2;MTTP;APOA1;LCAT;APOC3;APOA5;TTC39B;CYP39A1;LIPC;LIPG;ANGPTL3;ABCG4;LDLR","BP","Down",0.208333333333333,0.000575097346637926,15
"Regulation Of Interleukin-8 Production (GO:0032677)","16/81",9.51496868892264e-06,0.000589588238402885,0,0,4.17507109662204,48.274862217557,"FCN1;IL10;CRP;SERPINE1;GDF2;SSC5D;LILRA2;KLF4;IL6;EHHADH;IL1B;CD14;TLR4;TLR3;CD244;MYD88","BP","Down",0.197530864197531,0.000589588238402885,16
"Ethanol Oxidation (GO:0006069)","5/7",1.06577035699818e-05,0.000648811076979594,0,0,42.1272321428571,482.324268430327,"ADH4;ADH1C;ADH1B;ADH1A;ADH6","BP","Down",0.714285714285714,0.000648811076979594,5
"Sterol Homeostasis (GO:0055092)","15/73",1.08825740409999e-05,0.000651078136590859,0,0,4.38420316868593,50.1041984616557,"CETP;ACSM3;EPHX2;MTTP;APOA1;LCAT;APOC3;APOA5;TTC39B;CYP39A1;LIPC;LIPG;ANGPTL3;ABCG4;LDLR","BP","Down",0.205479452054795,0.000651078136590859,15
"Negative Regulation Of Fibrinolysis (GO:0051918)","6/11",1.13069921114973e-05,0.000653921043781592,0,0,20.2359249329759,230.488991097063,"THBD;SERPINE1;SERPINF2;NRG1;PLG;THBS1","BP","Down",0.545454545454545,0.000653921043781592,6
"Organic Cyclic Compound Catabolic Process (GO:1901361)","6/11",1.13069921114973e-05,0.000653921043781592,0,0,20.2359249329759,230.488991097063,"ALDH4A1;EPHX2;CYP1A2;GOT2;HOGA1;CYP3A4","BP","Down",0.545454545454545,0.000653921043781592,6
"Regulation Of Interleukin-1 Production (GO:0032652)","7/16",1.27684675162458e-05,0.000726337414448739,0,0,13.1248260783145,147.897521367486,"IL10;ORM1;NLRP12;SAA1;MEFV;ORM2;TLR4","BP","Down",0.4375,0.000726337414448739,7
"Cellular Response To Lipid (GO:0071396)","30/228",1.30536469539502e-05,0.000730583144035597,0,0,2.58433651584337,29.064593326429,"RET;CD274;LTK;SERPINE1;CXCL2;NUGGC;CRHBP;ZFP36;WNT11;PDK4;NLRP3;CCL2;CD14;WNT2;NKX3-1;IL10;CD180;LILRB1;PPBP;PDCD1LG2;ESR1;SFRP1;IL6;AXL;IL1B;EHHADH;TLR4;CFTR;MYD88;PF4","BP","Down",0.131578947368421,0.000730583144035597,30
"Regulation Of Inflammatory Response (GO:0050727)","31/240",1.37133187898221e-05,0.00075532089207433,0,0,2.53075059261916,28.3371763409624,"LRRC19;SERPINE1;FPR2;GATA3;MEFV;PTGS2;CCL3;S100A12;NLRP3;IL10;IL33;PTGIS;TSLP;PDE2A;APOA1;KLF4;SELE;NLRP14;CD200R1;NLRP12;IL6;FNDC4;IL1B;AGTR1;SAA1;TEK;DNASE1L3;TLR4;TLR3;S100A8;MYD88","BP","Down",0.129166666666667,0.00075532089207433,31
"Negative Regulation Of Endopeptidase Activity (GO:0010951)","14/66",1.44922018333446e-05,0.000785749068151654,0,0,4.56141383369106,50.822816144985,"SERPINA11;SERPINA1;CR1;SERPINA10;SERPINE1;SERPINF2;NRG1;SERPINB9;SERPINB8;SORL1;SERPINA4;FETUB;SERPING1;ANXA8","BP","Down",0.212121212121212,0.000785749068151654,14
"Cellular Response To Cadmium Ion (GO:0071276)","8/22",1.53867857004444e-05,0.000821417636623726,0,0,9.64880419490983,106.928062448291,"JUN;MT1A;MT1F;MT1G;MT1X;MT1H;FOS;MT1E","BP","Down",0.363636363636364,0.000821417636623726,8
"Regulation Of Endothelial Cell Apoptotic Process (GO:2000351)","11/43",1.84695598714912e-05,0.000971051102334463,0,0,5.81443559245961,63.3737813446971,"FGB;IL10;FGA;CD160;SERPINE1;FGG;CCL2;NDNF;GATA3;TEK;THBS1","BP","Down",0.255813953488372,0.000971051102334463,11
